pacotes_por_cliente,tempo_ms
182,13.8458
183,14.1952
184,14.5524
185,13.9583
186,14.2466
187,14.267
188,14.3291
189,14.1482
190,14.4741
191,14.9974
192,14.8125
193,14.6989
194,14.5366
195,15.0021
196,14.9986
197,15.3443
198,15.2872
199,14.9871
200,15.1372
201,15.7512
202,17.5904
203,15.8667
204,15.7592
205,15.4845
206,15.4379
207,15.7731
208,15.8037
209,16.0786
210,16.4129
211,16.4847
212,16.2418
213,16.135
214,16.7089
215,16.594
216,16.6405
217,16.6093
218,16.8184
219,16.9997
220,16.4971
221,17.5825
222,16.7582
223,16.8747
224,17.4821
225,17.5056
226,17.8007
227,17.6155
228,17.8486
229,17.3232
230,17.4284
231,17.7745
232,18.3147
233,18.0718
234,18.2196
235,17.9335
236,20.6199
237,18.3983
238,17.8287
239,18.4969
240,18.3743
241,18.4605
242,18.3466
243,18.8447
244,18.7872
245,18.7806
246,19.1789
247,18.9412
248,18.8003
249,19.0978
250,19.2778
251,19.7562
252,19.0049
253,21.9167
254,19.5912
255,19.0535
256,19.7116
257,19.3394
258,20.5556
259,19.7313
260,19.5913
261,19.7732
262,20.0362
263,20.1079
264,20.1048
265,20.1106
266,20.9238
267,20.6902
268,20.6704
269,20.4598
270,21.1076
271,70.9304
272,21.0836
273,21.1162
274,21.1673
275,20.9679
276,21.9173
277,21.5522
278,21.674
279,21.9417
280,21.821
281,21.2525
282,21.6572
283,22.2092
284,21.5945
285,21.8134
286,21.5507
287,22.5041
288,22.2064
289,21.8343
290,22.0465
291,22.6498
292,22.2213
293,22.7008
294,22.8697
295,23.4277
296,23.0349
297,23.1143
298,23.334
299,24.123
300,23.803
301,23.628
302,23.7511
303,23.6335
304,24.2875
305,23.8499
306,24.5117
307,23.7301
308,24.1695
309,24.4263
310,23.3761
311,24.3741
312,24.3315
313,24.358
314,24.3981
315,24.5896
316,25.0532
317,24.6272
318,24.8005
319,24.722
320,25.2049
321,25.0164
322,25.269
323,24.9263
324,25.4597
325,25.5506
326,25.4679
327,26.1913
328,25.9674
329,26.3622
330,25.9417
331,25.933
332,25.8855
333,26.0142
334,25.6196
335,26.2273
336,26.4269
337,26.6544
338,25.9515
339,26.9497
340,27.0645
341,26.1197
342,27.3564
343,26.6676
344,27.0027
345,26.8173
346,26.5352
347,27.9695
348,27.1249
349,26.9484
350,26.8245
351,27.0025
352,26.6702
353,27.7142
354,28.2442
355,26.8006
356,27.4508
357,27.6293
358,27.7529
359,27.8842
360,27.7951
361,27.7661
362,27.8659
363,27.7309
364,28.6373
365,27.5586
366,27.6137
367,28.3388
368,28.4802
369,28.1385
370,28.7745
371,28.5783
372,28.8061
373,28.7022
374,28.7036
375,29.3379
376,29.1834
377,29.2823
378,29.8596
379,29.5998
380,29.0385
381,30.0483
382,29.9765
383,29.0513
384,29.9065
385,29.6846
386,29.5582
387,29.7792
388,30.6169
389,29.8185
390,30.2719
391,30.5492
392,30.5497
393,30.1506
394,29.7103
395,30.4203
396,30.3604
397,29.861
398,30.6844
399,31.4107
400,31.3733
401,30.8853
402,31.3416
403,31.0092
404,31.5168
405,30.9088
406,32.0427
407,30.5527
408,31.0596
409,35.7761
410,31.6951
411,31.3189
412,32.0103
413,31.3973
414,30.9373
415,32.012
416,31.5949
417,31.523
418,32.7844
419,32.4248
420,32.0841
421,31.9185
422,34.3096
423,33.8153
424,33.5492
425,33.204
426,33.9882
427,32.7867
428,32.6976
429,32.9566
430,33.466
431,33.4539
432,34.1888
433,34.2223
434,34.0417
435,33.7029
436,34.7625
437,34.7357
438,33.3642
439,35.0815
440,34.3867
441,34.1068
442,34.0454
443,35.2857
444,35.2817
445,35.3
446,33.8899
447,35.0952
448,34.8486
449,35.4336
450,37.4441
451,35.0242
452,35.0147
453,35.3009
454,35.603
455,34.7425
456,35.5611
457,35.3826
458,35.1185
459,35.5783
460,35.638
461,35.7319
462,35.4486
463,35.9796
464,36.0109
465,35.6674
466,35.8123
467,35.7941
468,35.7094
469,35.9483
470,36.661
471,36.0786
472,36.3197
473,36.1752
474,36.9475
475,36.6202
476,36.2297
477,36.3323
478,36.9759
479,37.3348
480,36.6768
481,36.8069
482,37.1175
483,37.1603
484,37.7878
485,37.6834
486,37.7172
487,37.5655
488,38.5806
489,38.1151
490,38.4222
491,37.5026
492,38.1452
493,38.0291
494,37.5325
495,37.3914
496,38.6898
497,39.0231
498,38.1635
499,39.6063
500,39.154
